five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_2,five_p_cleav_compl_2,five_p_cleav_prob,five_p_cleav_ss,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_2,five_p_non_cleav_compl_2,five_p_non_cleav_prob,five_p_non_cleav_ss,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_2,three_p_cleav_compl_2,three_p_cleav_prob,three_p_cleav_ss,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_2,three_p_non_cleav_compl_2,three_p_non_cleav_prob,three_p_non_cleav_ss
"[-4, -5, -4, -5, -6, -7, -8, -9, -10]","[-1, -2, -1, -2]","[1, 2, 1, 2, 3, 2, 3]","[2, 1, 0, 1, 2, 3]","[0.8867570548176943, 0.9816522729422565, 0.9991462992853667, 0.9993638649548465, 0.9994862677512212, 0.9992080272898196, 0.482987918813031, 0.491878689530724, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[-4, -5, -4, -5, -4, -5, -4, -5, -6, -7]","[-1, -2, -1, -2]","[3, 2, 1, 2, 1, 2]","[2, 3, 2, 3, 2, 1, 0, 1, 2, 3]","[-1, 0.9648811643481908, 0.9935811325966029, 0.9942507499501518, 0.9720912868791133, -1, 0.8867570548176943, 0.9816522729422565, 0.9991462992853667, 0.9993638649548465, 0.9994862677512212, 0.9992080272898196, 0.482987918813031, 0.491878689530724]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[-8, -9, -10, -11, -10, -11]","[-2, -3, -4, -5, -4, -5]","[2, 3, 4, 3, 2, 3, 4, 5, 4, 3]","[3, 4, 3, 4]","[-1, -1, -1, -1, -1, 0.491878689530724, 0.482987918813031, -1, 0.9992080272898196, 0.9994862677512212, 0.9993638649548465, 0.9991462992853667, 0.9816522729422565, 0.8867570548176943]","[0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1]","[-11, -10, -11]","[-2, -3, -4, -5, -4, -5, -4, -5, -4, -5]","[3, 2, 3, 4, 5, 4, 3, 4, 3, 4, 3, 4, 5]","[4, 3, 4]","[0.482987918813031, -1, 0.9992080272898196, 0.9994862677512212, 0.9993638649548465, 0.9991462992853667, 0.9816522729422565, 0.8867570548176943, -1, 0.9720912868791133, 0.9942507499501518, 0.9935811325966029, 0.9648811643481908, -1]","[-1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0]"
"[-4, -5, -4, -5, -6, -5, -4, -3, -4, -5, -6]","[2, 1, 0]","[-1, 0, 1, 2, 1]","[2, 3, 4, 5, 4, 3, 4]","[0.9955566414461751, -1, 0.9954303212813383, 0.9984293749910338, 0.9995226410969602, 0.9961098270491334, -1, 0.9838897616277218, 0.985619872464465, 0.9849129097714332, -1, -1, -1, -1]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[-3, -4, -3, -4, -5, -4, -5, -4, -5, -6, -5, -4]","[1, 2, 1, 0]","[0, -1, 0, 1]","[0, 1, 2, 3, 2, 3, 4, 5, 4]","[0.9712192467753543, -1, 0.9887331568731124, 0.99994308389261, 0.9999839632830871, 0.9996458634539095, 0.9955566414461751, -1, 0.9954303212813383, 0.9984293749910338, 0.9995226410969602, 0.9961098270491334, -1, 0.9838897616277218]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]","[-7, -6, -7, -6, -7, -8]","[0, -1, 0, 1, 0, -1, -2, -1, -2]","[2, 3, 2, 1, 2, 3, 4, 5, 4, 5]","[4, 5, 6]","[-1, 0.9849129097714332, 0.985619872464465, 0.9838897616277218, -1, -1, 0.9961098270491334, 0.9995226410969602, 0.9984293749910338, 0.9954303212813383, -1, 0.9955566414461751, 0.9996458634539095, 0.9999839632830871]","[0, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1]","[-7, -8, -7]","[0, 1, 0, -1, -2, -1, -2, -3, -4, -3, -2]","[2, 1, 2, 3, 4, 5, 4, 5, 6, 7, 6, 5, 4]","[5, 6, 5]","[0.9961098270491334, 0.9995226410969602, 0.9984293749910338, 0.9954303212813383, -1, 0.9955566414461751, 0.9996458634539095, 0.9999839632830871, 0.99994308389261, 0.9887331568731124, 0.9712192467753543, 0.9299607193660816, -1, 0.9668057356447417]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1]"
"[-3, -4, -5, -4, -5, -4, -5]","[-1, -2, -1, -2, -1]","[-1, 0, -1, 0, -1, -2, -1, -2, -1]","[-3, -2, -3, -4, -3, -4]","[0.9978987269883298, 0.9976629725766978, 0.9998533004836526, 0.9993953936655721, 0.9998488444065166, 0.9988323994815191, 0.9975288072427125, 0.9975185130631458, 0.9204214853255828, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[-3, -4, -3, -4, -5, -4, -5, -4]","[0, -1, 0, -1, -2, -1, -2]","[-1, -2, -1, -2, -1, 0, -1, 0]","[-1, -2, -3, -2, -3, -4, -3, -4]","[0.9110285890513834, 0.5999744747962288, -1, 0.9395602240010911, 0.9534643201285463, 0.9838354360262361, 0.9978987269883298, 0.9976629725766978, 0.9998533004836526, 0.9993953936655721, 0.9998488444065166, 0.9988323994815191, 0.9975288072427125, 0.9975185130631458]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-6, -5, -4, -5, -4, -5]","[-1, 0, -1, 0, -1, -2]","[-5, -6, -7, -6, -5, -6, -5, -6, -7, -6]","[-4, -5, -4, -5, -4]","[-1, -1, -1, -1, -1, 0.9204214853255828, 0.9975185130631458, 0.9975288072427125, 0.9988323994815191, 0.9998488444065166, 0.9993953936655721, 0.9998533004836526, 0.9976629725766978, 0.9978987269883298]","[0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-4, -5, -4, -5, -6, -5]","[-1, 0, -1, 0, -1, -2, -1, -2]","[-5, -6, -5, -6, -7, -6, -7, -6, -7, -8]","[-5, -4, -5, -4, -3, -4]","[0.9975185130631458, 0.9975288072427125, 0.9988323994815191, 0.9998488444065166, 0.9993953936655721, 0.9998533004836526, 0.9976629725766978, 0.9978987269883298, 0.9838354360262361, -1, 0.9534643201285463, 0.9395602240010911, -1, 0.5999744747962288]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1]"
"[-10, -11, -12, -11, -10, -9, -10]","[0, -1, -2, -1, -2]","[-3, -2, -1, -2, -3, -2, -3, -2, -1]","[6, 5, 6, 5, 6]","[-1, 0.9891383746413899, 0.9940701883921089, 0.9954705047336913, 0.9453255289802298, -1, 0.6133472383738412, 0.7554415444646123, 0.7588028911569781, -1, -1, -1, -1, 0.7588028911569781]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, -1]","[-6, -7, -8, -9, -10, -11, -12, -11, -10]","[1, 0, -1, -2, -1]","[-1, -2, -3, -2, -1, -2, -3]","[2, 3, 4, 5, 6, 5, 6, 5]","[-1, 0.998197848621211, 0.9990502959265954, 0.9991051956765191, 0.9991238169466259, 0.9494882198703362, -1, 0.9891383746413899, 0.9940701883921089, 0.9954705047336913, 0.9453255289802298, -1, 0.6133472383738412, 0.7554415444646123]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[-10, -9, -10, -9, -10, -11, -12]","[-2, -1, -2, -3, -4]","[-2, -1, 0, 1, 0, 1, 0, -1, 0]","[5, 6, 5, 4, 5, 4]","[-1, -1, 0.7588028911569781, 0.7554415444646123, 0.6133472383738412, -1, -1, 0.9453255289802298, 0.9954705047336913, 0.9940701883921089, 0.9891383746413899, -1, 0.9494882198703362, 0.9991238169466259]","[0, 0, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1]","[-10, -11, -12, -11]","[-2, -1, -2, -3, -4, -5, -6, -7, -8]","[0, 1, 0, 1, 0, -1, 0, 1, 2, 3, 2, 3]","[4, 5, 4, 3]","[-1, 0.9453255289802298, 0.9954705047336913, 0.9940701883921089, 0.9891383746413899, -1, 0.9494882198703362, 0.9991238169466259, 0.9991051956765191, 0.9990502959265954, 0.998197848621211, -1, 0.973896501010004, 0.9976224869450174]","[0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1]"
"[-7, -8, -7, -8, -7, -8, -9, -10, -11, -12, -11]","[-1, -2, -3]","[0, -1, 0, -1, -2]","[3, 4, 5, 6, 7]","[0.7507586392566261, -1, -1, -1, -1, 0.9871061356058672, 0.991805121882306, 0.991836406021957, 0.9849115274885946, 0.9558968103055056, -1, -1, -1, -1]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[-6, -5, -6, -7, -8, -7, -8, -7, -8, -7, -8, -9, -10]","[0, -1]","[-1, 0, -1]","[4, 3, 2, 3, 4, 3, 4, 5, 6, 7]","[0.9289531911221044, 0.795111048272616, 0.9985962882994509, 0.999499315368966, 0.999059225408124, 0.8683253468376094, 0.7507586392566261, -1, -1, -1, -1, 0.9871061356058672, 0.991805121882306, 0.991836406021957]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]","[-12, -13, -12, -13, -14, -15, -14, -15]","[-3, -4, -5, -6, -7, -6, -7]","[-2, -3, -2, -1, 0, 1, 0, 1]","[7, 6, 7, 8]","[-1, -1, -1, -1, 0.9558968103055056, 0.9849115274885946, 0.991836406021957, 0.991805121882306, 0.9871061356058672, -1, 0.7507586392566261, 0.8683253468376094, 0.999059225408124, 0.999499315368966]","[0, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]","[-15, -14, -15, -14, -15]","[-3, -4, -5, -6, -7, -6, -7, -8, -9, -8, -9]","[-3, -2, -1, 0, 1, 0, 1, 2, 1, 0, 1]","[7, 8, 7]","[0.991836406021957, 0.991805121882306, 0.9871061356058672, -1, 0.7507586392566261, 0.8683253468376094, 0.999059225408124, 0.999499315368966, 0.9985962882994509, 0.795111048272616, -1, 0.9289531911221044, 0.9968589038262563, 0.9997562372435099]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1]"
"[-4, -5, -4, -5, -6, -7, -8, -7, -6]","[0, 1, 0, -1, -2]","[-1, -2, -3, -2, -3, -4, -3]","[3, 4, 3, 4, 5, 6, 7]","[0.9927244181659616, 0.9999441608498817, 0.9996930196602423, 0.9999763014883578, 0.9999887952290801, 0.9999883214036664, 0.9999752795283176, 0.9981450132667202, 0.9877110131522528, -1, -1, -1, -1, 0.9508193677367718]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[0, -1, -2, -3, -4, -5, -4, -5, -4, -5, -6, -7, -8]","[0, 1, 0]","[-1, -2, -3]","[-1, 0, 1, 2, 3, 4, 3, 4, 3, 4, 5, 6, 7]","[0.9984715217066122, 0.9972327091008221, 0.9950986455759917, 0.9339498182605438, 0.8833712360136671, 0.9331439756661577, 0.9927244181659616, 0.9999441608498817, 0.9996930196602423, 0.9999763014883578, 0.9999887952290801, 0.9999883214036664, 0.9999752795283176, 0.9981450132667202]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-9, -8, -9, -10, -11, -10]","[-7, -8, -9, -10, -11, -10, -11, -10]","[0, -1, 0, 1, 2, 3, 4, 3, 4, 3]","[9, 10, 9, 8]","[-1, -1, -1, -1, 0.9877110131522528, 0.9981450132667202, 0.9999752795283176, 0.9999883214036664, 0.9999887952290801, 0.9999763014883578, 0.9996930196602423, 0.9999441608498817, 0.9927244181659616, 0.9331439756661577]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-11, -10]","[-7, -8, -9, -10, -11, -10, -11, -10, -11, -12, -13, -14]","[0, 1, 2, 3, 4, 3, 4, 3, 4, 3, 2, 3, 4, 5]","[9, 8]","[0.9999752795283176, 0.9999883214036664, 0.9999887952290801, 0.9999763014883578, 0.9996930196602423, 0.9999441608498817, 0.9927244181659616, 0.9331439756661577, 0.8833712360136671, -1, -1, 0.9339498182605438, 0.9950986455759917, 0.9972327091008221]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1]"
"[-3, -2, -3, -2, -3, -4, -3, -2, -1, 0, -1, 0, -1]",[-1],"[1, 0, 1]","[4, 3, 4, 5, 6, 5, 4, 3, 4, 3, 4]","[0.9857423201938735, 0.9620848926258795, -1, -1, 0.7891282550205757, 0.7970920057176825, 0.7590334465118151, 0.431889548720936, -1, 0.24815791182014832, 0.24133614540734863, -1, 0.22504798849815205, 0.22643728808145966]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","[-1, -2, -3, -2, -3, -2, -3, -2, -3, -4, -3, -2]",[-1],"[-1, 0, 1, 0]","[2, 3, 4, 3, 4, 3, 4, 5, 6, 5, 4]","[-1, -1, 0.9824762903172887, 0.986107177033944, 0.9866167221222829, 0.9868250045652585, 0.9857423201938735, 0.9620848926258795, -1, -1, 0.7891282550205757, 0.7970920057176825, 0.7590334465118151, 0.431889548720936]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",[-7],"[-7, -8, -9, -8, -9, -8, -7, -6, -7, -8, -9, -8, -9, -8]","[4, 3, 4, 3, 4, 3, 4, 3, 2, 3, 4, 5, 4, 5, 4]",[7],"[0.18917481240758668, 0.22643728808145966, 0.22504798849815205, 0.24133614540734863, 0.24815791182014832, -1, 0.431889548720936, 0.7590334465118151, 0.7970920057176825, 0.7891282550205757, 0.9620848926258795, 0.9857423201938735, 0.9868250045652585, 0.9866167221222829]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]","[-7, -6]","[-8, -7, -6, -7, -8, -9, -8, -9, -8, -9, -10, -11]","[4, 3, 2, 3, 4, 5, 4, 5, 4, 5, 6, 7, 8, 9]",[7],"[0.431889548720936, 0.7590334465118151, 0.7970920057176825, 0.7891282550205757, 0.9620848926258795, 0.9857423201938735, 0.9868250045652585, 0.9866167221222829, 0.986107177033944, 0.9824762903172887, -1, -1, -1, 0.9945459307518365]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, -1]"
"[-7, -8, -9, -10, -9, -10, -9, -10]","[-3, -4, -5, -6]","[2, 1, 2, 3, 4, 5, 4, 3]","[6, 7, 8, 9, 8, 9]","[0.9977950848344194, 0.9833457885687932, 0.9972887973255957, 0.9995653091653645, 0.9995852063368008, 0.9998928341565326, 0.9897805182213999, 0.9748082964326731, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[-5, -6, -5, -6, -7, -8, -9, -10, -9, -10]","[-1, -2, -3, -4, -5, -6]","[4, 3, 2, 1, 2, 3]","[4, 5, 4, 5, 6, 7, 8, 9, 8, 9]","[0.9282047230904854, 0.9952738850357701, 0.9970022230520438, 0.9970457673406484, 0.9980065406279297, 0.998008918424026, 0.9977950848344194, 0.9833457885687932, 0.9972887973255957, 0.9995653091653645, 0.9995852063368008, 0.9998928341565326, 0.9897805182213999, 0.9748082964326731]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-12, -13, -12, -11, -12, -13]","[-8, -9, -10, -11, -10, -11]","[4, 5, 4, 5, 6, 7, 8, 7, 8, 7]","[11, 10, 9]","[-1, -1, -1, -1, -1, -1, 0.9833457885687932, 0.9977950848344194, 0.998008918424026, 0.9980065406279297, 0.9970457673406484, 0.9970022230520438, 0.9952738850357701, -1]","[0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0]","[-11, -12, -13, -14]","[-8, -9, -10, -11, -10, -11, -12, -13, -12]","[5, 6, 7, 8, 7, 8, 7, 8, 9, 8, 7, 8]","[11, 10, 9, 8]","[0.9833457885687932, 0.9977950848344194, 0.998008918424026, 0.9980065406279297, 0.9970457673406484, 0.9970022230520438, 0.9952738850357701, -1, 0.9282047230904854, 0.9972594498471612, 0.9972316284308682, 0.9718778575171916, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0]"
"[-2, -3, -4, -3, -4, -3, -2, -3]","[-1, -2, -1, -2]","[0, 1, 2, 3, 2, 3, 2, 3]","[2, 3, 4, 3, 4, 3]","[0.9958734566353857, 0.9975548829854989, 0.9943187096180693, -1, 0.9535182620819415, 0.9865347436948014, 0.8943496204308861, -1, -1, -1, -1, -1, 0.8943496204308861, 0.9865347436948014]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, -1, -1]","[0, -1, 0, -1, -2, -3, -4, -3, -4, -3]","[0, -1, -2]","[0, 1, 0, 1, 2, 3]","[1, 2, 3, 2, 3, 4, 3, 4, 3]","[0.9926313716000604, -1, 0.9778779011519717, 0.9669697478536184, -1, 0.87508516047644, 0.9958734566353857, 0.9975548829854989, 0.9943187096180693, -1, 0.9535182620819415, 0.9865347436948014, 0.8943496204308861, -1]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[-3, -2, -3, -4, -5]","[-2, -1, -2, -1, -2, -3, -4]","[2, 3, 2, 3, 2, 3, 2, 1, 2, 3, 2]","[3, 4, 5]","[-1, -1, -1, -1, -1, 0.8943496204308861, 0.9865347436948014, 0.9535182620819415, -1, 0.9943187096180693, 0.9975548829854989, 0.9958734566353857, 0.87508516047644, 0.9669697478536184]","[0, 0, 0, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1]","[-3, -4, -5]","[-1, -2, -1, -2, -3, -4, -5, -6, -5, -6, -7]","[2, 3, 2, 1, 2, 3, 2, 3, 4, 5, 4, 5, 4]","[3, 4, 5]","[0.9865347436948014, 0.9535182620819415, -1, 0.9943187096180693, 0.9975548829854989, 0.9958734566353857, 0.87508516047644, 0.9669697478536184, 0.9778779011519717, -1, 0.9926313716000604, 0.9960380681518387, 0.9933061883005804, 0.8609025829750034]","[-1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"[-1, -2, -1, -2, -1, 0, -1, 0, 1, 2]","[-3, -4, -3, -4, -5]","[6, 5, 6, 5, 6, 5]","[0, 1, 0, 1, 0, 1, 0]","[0.9915820682966187, 0.9915664612154858, 0.9910894041802818, -1, -1, 0.9879747708225589, 0.9935438235134875, 0.989517974899378, -1, 0.8686777967207759, 0.8748759123866382, 0.8458948791189996, -1, 0.7404779124216134]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]","[-1, -2, -3, -2, -1, -2, -1, -2, -1, 0, -1]","[-2, -3, -4]","[4, 5, 6, 5, 6]","[-1, 0, 1, 0, 1, 0, 1, 0, 1]","[0.539864723481898, 0.5746793300931065, 0.6003316701900893, -1, -1, 0.9428172349884163, 0.9915820682966187, 0.9915664612154858, 0.9910894041802818, -1, -1, 0.9879747708225589, 0.9935438235134875, 0.989517974899378]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[2, 3, 2, 3, 2, 1]","[-6, -5, -6, -5, -6, -5, -6, -5]","[3, 4, 3, 4, 3, 2, 3, 2, 3, 2]","[-2, -1, -2, -1]","[-1, -1, 0.8458948791189996, 0.8748759123866382, 0.8686777967207759, 0.989517974899378, 0.9935438235134875, 0.9879747708225589, -1, -1, 0.9910894041802818, 0.9915664612154858, 0.9915820682966187, 0.9428172349884163]","[0, 0, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]","[2, 1, 0]","[-5, -6, -5, -6, -5, -6, -5, -6, -7]","[3, 4, 3, 2, 3, 2, 3, 2, 3, 4, 5, 6, 5]","[-1, 0]","[0.9935438235134875, 0.9879747708225589, -1, -1, 0.9910894041802818, 0.9915664612154858, 0.9915820682966187, 0.9428172349884163, -1, 0.6003316701900893, 0.5746793300931065, 0.539864723481898, -1, -1]","[-1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0]"
"[-7, -8, -9, -10, -9, -10, -11, -10]","[0, 1, 0, -1]","[-1, -2, -1, -2, -3, -4, -5, -4]","[3, 4, 5, 6, 5, 6]","[0.520905080064, 0.5980374584171794, -1, -1, 0.9928900728834442, 0.9942630848234169, 0.9944438345096221, 0.9942821815714631, 0.9942134773518528, 0.9671707536240407, -1, -1, -1, -1]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[-5, -4, -5, -6, -7, -8, -7, -8, -9, -10, -9]","[0, 1, 0]","[-1, -2, -1, -2, -3]","[2, 1, 2, 3, 4, 3, 4, 5, 6, 5]","[0.3492922242192996, 0.49116847823582543, 0.48416455889294907, 0.4769301014004341, 0.4245263983710862, -1, 0.520905080064, 0.5980374584171794, -1, -1, 0.9928900728834442, 0.9942630848234169, 0.9944438345096221, 0.9942821815714631]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","[-9, -8, -7, -8, -9, -8, -9]","[-1, -2, -1, -2, -3, -4]","[-2, -1, 0, -1, 0, -1, 0, 1, 2]","[6, 5]","[-1, -1, -1, -1, -1, -1, -1, -1, 0.9671707536240407, 0.9942134773518528, 0.9942821815714631, 0.9944438345096221, 0.9942630848234169, 0.9928900728834442]","[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1]","[-8, -9, -8, -9, -10, -9, -8]","[-1, -2, -1, -2, -3, -4, -5, -6]","[-1, 0, -1, 0, 1, 2, 1, 0, 1]","[6, 5, 6, 5]","[-1, -1, 0.9671707536240407, 0.9942134773518528, 0.9942821815714631, 0.9944438345096221, 0.9942630848234169, 0.9928900728834442, -1, 0.5980374584171794, 0.520905080064, -1, 0.4245263983710862, 0.4769301014004341]","[0, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1]"
"[-8, -9, -10, -9, -8, -9, -10, -11, -10, -9, -10]","[-1, -2, -3, -4]","[2, 3, 2, 3, 4]","[-1, 0, -1, -2, -1, -2, -3, -4, -3]","[0.8353342947832276, 0.8302387200219175, 0.8142660944050667, -1, 0.9855171451460861, 0.9886570133928586, 0.995295174868338, 0.9954282063562121, 0.5112905141830341, -1, 0.9575663380035463, -1, 0.99852562293854, 0.9997919049143414]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[-6, -7, -8, -7, -8, -9, -8, -9, -10, -9, -8, -9, -10, -11]","[-1, -2]","[2, 3]","[1, 0, -1, -2, -1, 0, -1, 0, -1, -2, -1, -2, -3]","[0.4153461385836296, 0.43085385099056706, 0.4349927085286742, 0.42988148044769486, 0.6475534887986902, 0.8009937479195408, 0.8353342947832276, 0.8302387200219175, 0.8142660944050667, -1, 0.9855171451460861, 0.9886570133928586, 0.995295174868338, 0.9954282063562121]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[-9, -8, -7, -6, -7, -8, -9, -10]","[-4, -5, -4, -3, -4, -3]","[3, 2, 3, 2, 1, 0, 1, 0]","[-4, -3, -2, -1]","[-1, -1, -1, 0.7419291592607685, -1, -1, 0.9324293303808711, 0.990793969726812, 0.9997919049143414, 0.99852562293854, -1, 0.9575663380035463, 0.5112905141830341, 0.9954282063562121]","[0, 0, 0, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1]","[-7, -8, -9, -10, -9]","[-5, -4, -3, -4, -3, -4, -5, -6, -5, -6]","[3, 2, 1, 0, 1, 0, -1, -2, -1, -2, -3]","[-4, -3, -2, -1]","[0.9324293303808711, 0.990793969726812, 0.9997919049143414, 0.99852562293854, -1, 0.9575663380035463, 0.5112905141830341, 0.9954282063562121, 0.995295174868338, 0.9886570133928586, 0.9855171451460861, -1, 0.8142660944050667, 0.8302387200219175]","[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"[-7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18]","[0, -1, 0, -1]","[1, 2, 1, 2]","[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","[0.9941291473808279, 0.9938905432263803, 0.9935174216892834, 0.9509566637991809, 0.8775921202505762, 0.6150611403726437, 0.36180654793551215, 0.5017253932304038, 0.5303701568220749, 0.5315575169387174, 0.5310773655118988, 0.5304173821150243, -1, 0.5305194609807998]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[-4, -5, -6, -5, -6, -7, -8, -9, -10, -11, -12, -13]","[1, 0, -1, 0]","[0, 1, 2, 1]","[4, 5, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[0.9426663590957584, 0.9569938767954146, 0.9894143862808181, -1, 0.991935521446358, 0.9935592616853647, 0.9941291473808279, 0.9938905432263803, 0.9935174216892834, 0.9509566637991809, 0.8775921202505762, 0.6150611403726437, 0.36180654793551215, 0.5017253932304038]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-27, -28, -27, -26, -27]","[-13, -14, -15, -16, -17, -18, -19, -20, -21, -22]","[19, 20, 21, 22, 21, 22, 23, 24, 25, 26, 27]","[23, 24, 23, 24]","[0.5315575169387174, 0.5303701568220749, 0.5017253932304038, -1, 0.36180654793551215, -1, 0.6150611403726437, 0.8775921202505762, 0.9509566637991809, 0.9935174216892834, 0.9938905432263803, 0.9941291473808279, 0.9935592616853647, 0.991935521446358]","[-1, -1, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]","[-27, -26, -27, -28]","[-16, -17, -18, -19, -20, -21, -22, -23, -24]","[21, 22, 23, 24, 25, 26, 27, 28, 27, 28, 27, 28]","[24, 23, 24, 25]","[0.6150611403726437, 0.8775921202505762, 0.9509566637991809, 0.9935174216892834, 0.9938905432263803, 0.9941291473808279, 0.9935592616853647, 0.991935521446358, -1, 0.9894143862808181, 0.9569938767954146, 0.9426663590957584, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, 0]"
